Supplier Name,Location,Category,Product,Transportation Mode,Transportation Route,Distribution Network,Emission Intensity (kg CO2/unit),Total Emissions (ton CO2),Fuel Consumption (liters),Energy Consumption (GJ),Sustainability Rating,Regulatory Impact,Year
Vertex Industries,Turkey,Transportation,Air Filter,Air,Interstate 95 (I-95),Retailers,14.75,31.39,2738.99,194.75,7.5,High,2023
Vanguard Resources,Taiwan,Commercial,Coffee Maker,Truck,Interstate 10 (I-10),Manufacturers,17.71,30.4,749.64,910.72,8.2,Medium,2023
Vertex Supply Partners,Saudi Arabia,Transportation,Air Filter,Ship,Port of Valencia,Wholesalers,2.68,10.94,6513.41,41.33,6.8,Medium,2019
Ascend Supply Chain,Bangladesh,Commercial,File Cabinet,Train,Port of Antwerp,Wholesalers,3.91,43.5,7939.62,412.51,6,Medium,2018
Titan Resource Partners,Kenya,Electric,Solar Panel,Truck,Interstate 5 (I-5),Manufacturers,7.68,48.99,4484.64,844.99,6.4,Medium,2019
Nexus Procurement,Germany,Electric,Smart Plug,Ship,Hamburg Port,Warehouses,6.18,32.74,2250.53,64,7.7,Low,2022
Quantum Distributors,Colombia,Industrial,CNC Machine,Train,Port of Tanjung Priok,Retailers,1.34,20.19,2187.04,935.32,7.6,Medium,2020
Ascend Supply Chain,Bangladesh,Commercial,Whiteboard,Train,Amtrak Acela Express,Warehouses,11.5,10.67,7461.58,194.32,4.3,High,2021
Quantum Logistics,Indonesia,Electric,Extension Cord,Train,Interstate 85 (I-85),Manufacturers,12.41,20.67,7716.84,175.83,5.6,Low,2019
Nova Trade Solutions,Italy,Electric,Smart Plug,Train,Port of Long Beach,Suppliers,9.21,31.5,6033.77,221.45,5.1,Medium,2018
Stellar Solutions,South Korea,Residential,Vacuum Cleaner,Ship,Paris Charles de Gaulle Airport,Suppliers,8.85,11.28,3055.86,920.25,8.2,High,2021
Orion Trading Co.,Finland,Electric,Electric Fan,Air,Interstate 40 (I-40),Warehouses,4.7,1.82,945.01,776.63,10.1,High,2018
Ascend Supply Chain,Bangladesh,Commercial,File Cabinet,Ship,Port of Zeebrugge,Manufacturers,17.17,15.5,6938.32,719.26,7,Medium,2022
Aurora Trade Partners,United Kingdom,Electric,Surge Protector,Ship,Interstate 90 (I-90),Wholesalers,19.5,41.18,6928.38,416.55,4.4,Low,2019
Ascend Supply Chain,Bangladesh,Residential,Washing Machine,Truck,Dubai Port,Warehouses,3.23,39.21,1125.44,664.65,6.3,Medium,2020
Pinnacle Resources,Peru,Electric,Electric Heater,Truck,Thalys Cologne-Paris,Suppliers,8.27,17.5,8532.86,265.02,6.3,Medium,2023
Titan Supply Chain,Egypt,Industrial,Forklift,Train,Interstate 5 (I-5),Suppliers,4.66,17.2,2788.07,542.87,7.1,Low,2018
Pinnacle Resources,Peru,Transportation,GPS System,Ship,Port of Tanjung Priok,Manufacturers,9.14,17.4,4891.89,925.9,5.6,Medium,2019
Eclipse Enterprises,Australia,Electric,Wall Socket,Air,Interstate 10 (I-10),Warehouses,13.77,38.84,1290.62,444.83,8.5,Medium,2022
Celestial Supply Chain,Chile,Electric,Battery Charger,Air,Port of Jebel Ali,Warehouses,12.07,46.09,3138.32,639.22,8.4,Low,2019
Vanguard Supply,China,Electric,Surge Protector,Ship,Port of Zeebrugge,Logistics,16.08,40.23,6874.98,513.07,5.1,Low,2019
Proxima Trading Co.,Russia,Transportation,Air Filter,Ship,Port of Santos,Warehouses,1.98,27.09,3644.51,160.88,6.6,High,2021
Radiant Traders,Venezuela,Industrial,Welding Machine,Ship,Interstate 90 (I-90),Retailers,10.42,19.45,7389.94,267.72,6.9,Medium,2023
Horizon Supplies,Netherlands,Transportation,Air Filter,Ship,Interstate 65 (I-65),Manufacturers,2.21,35.35,7278.15,143.01,2.9,Medium,2022
Titan Resource Partners,Kenya,Electric,Surge Protector,Train,Port of Busan,Suppliers,1.38,15.35,9653.19,717.12,6.6,Low,2023
Ascend Supply Chain,Bangladesh,Industrial,Industrial Robot,Air,Port of Hamburg,Suppliers,10.37,37,2412.24,464.88,9.5,Medium,2022
Zenith Logistics,Brazil,Electric,Smart Plug,Truck,Paris Orly Airport,Wholesalers,13.27,26.77,8883.52,156.26,7,High,2023
Titan Resource Partners,Kenya,Electric,Electric Heater,Train,Interstate 10 (I-10),Manufacturers,16.08,24.32,8972.38,55.76,6.7,Low,2022
Spectrum Enterprises,France,Transportation,Oil Filter,Ship,Port of Santos,Warehouses,2.06,3.48,4847.44,50.93,8.1,High,2023
Apex Logistics,Vietnam,Industrial,Industrial Robot,Ship,Port of Hong Kong,Wholesalers,2.41,19.08,7473.15,792.72,8.8,Medium,2022
Zenith Logistics,Brazil,Electric,Smart Plug,Train,Shinkansen Tokyo-Osaka,Warehouses,14.62,37.64,3400.88,973.06,6.6,High,2019
Zenith Logistics,Brazil,Transportation,Oil Filter,Train,Port of Jebel Ali,Manufacturers,2.46,33.26,8815.77,235.88,6.4,Low,2022
Spectrum Enterprises,France,Residential,Television,Train,TGV Paris-Marseille,Manufacturers,5.88,37.72,8159.17,101.48,9.1,Low,2021
Aurora Logistics,Hungary,Transportation,Air Filter,Air,Interstate 95 (I-95),Wholesalers,3,40.13,6905.75,161.24,6.8,High,2019
Aurora Trade Partners,United Kingdom,Commercial,Shredder,Train,Interstate 35 (I-35),Manufacturers,5.83,15.89,6771.52,868.28,8.2,Low,2022
Eclipse Distributors,Denmark,Commercial,Cubicle Partition,Truck,Interstate 25 (I-25),Logistics,16.98,4.33,5070.37,936.59,4.5,Medium,2021
Ascend Supply Chain,Bangladesh,Electric,Battery Charger,Train,Interstate 20 (I-20),Wholesalers,2.35,44.46,8876.78,19.43,8.9,Low,2019
Titan Resource Partners,Kenya,Industrial,Pneumatic Tool,Ship,Thalys Amsterdam-Cologne,Wholesalers,9.42,46.71,1957.2,337.26,7,Low,2022
Frontier Supply Co.,New Zealand,Commercial,Desk Chair,Ship,Frankfurt Airport,Warehouses,8.99,12.93,6498.31,311.47,8.1,Medium,2021
Eclipse Distributors,Denmark,Commercial,File Cabinet,Train,Interstate 65 (I-65),Suppliers,8.92,42.83,6246.12,393.1,5.1,Medium,2021
Pinnacle Resources,Peru,Commercial,Desk Chair,Ship,Eurostar London-Brussels,Wholesalers,18.88,35.11,7102.95,87,8.4,Medium,2021
Nova Trade Solutions,Italy,Electric,Electric Heater,Truck,Thalys Paris-Brussels,Manufacturers,14.55,48.72,884.23,230.96,4.7,High,2022
Radiant Traders,Venezuela,Industrial,Industrial Robot,Ship,Port of Shanghai,Wholesalers,3.7,34.57,4156.84,248.83,7.2,Low,2018
Vertex Supply Partners,Saudi Arabia,Industrial,Industrial Robot,Train,Paris Charles de Gaulle Airport,Suppliers,4.91,6.74,7667.59,61.68,8.1,High,2020
Frontier Resources,United States,Industrial,Hydraulic Pump,Ship,Interstate 70 (I-70),Suppliers,17.99,11.85,4365.17,802.33,5.3,Low,2021
Zenith Logistics,Brazil,Residential,Microwave,Truck,Gatwick Airport,Warehouses,4.16,9.64,2607.45,989.82,4.9,Medium,2022
Aurora Logistics,Hungary,Industrial,Forklift,Train,Tokyo Narita Airport,Wholesalers,19.37,3.26,6496.13,47.43,5.4,Medium,2018
Summit Procurement,Thailand,Residential,Heater,Truck,Thalys Cologne-Paris,Wholesalers,3,11.04,2842.29,795.75,6.9,High,2020
Apex Logistics,Vietnam,Residential,Dishwasher,Truck,Port of Singapore,Warehouses,14.88,43.18,7926.69,626.95,8.9,Medium,2021
Titan Resource Partners,Kenya,Electric,Extension Cord,Train,Dubai Port,Wholesalers,17.68,17.01,4136.97,110.74,6.9,Medium,2020
Elevation Supply Chain,Portugal,Industrial,Pneumatic Tool,Air,Port of Hong Kong,Retailers,9.88,11.41,4273.64,958.17,5.4,High,2023
Nexus Procurement,Germany,Electric,Electric Heater,Train,Port of Felixstowe,Retailers,15.08,40.08,9222.57,952.34,7.8,Low,2018
Zenith Logistics,Brazil,Electric,Solar Panel,Truck,Port of Zeebrugge,Logistics,5.36,48.41,3117.5,842.75,6.3,High,2018
Vertex Supply Partners,Saudi Arabia,Industrial,Forklift,Train,Port of Antwerp,Wholesalers,7.54,16.63,443.58,444.01,4.9,Medium,2019
Nova Enterprises,Philippines,Transportation,Radiator,Train,Eurostar Brussels-London,Warehouses,8.69,47.76,2862.54,387.27,8.4,High,2018
Spectrum Supplies,Japan,Commercial,Conference Table,Ship,Port of Tanjung Priok,Suppliers,12.91,1.37,3038.91,356.6,7.1,High,2023
Frontier Resources,United States,Electric,Solar Panel,Air,Frankfurt-Munich,Logistics,17.67,45.1,8538.67,90.45,10.1,High,2019
Terra Logistics,India,Industrial,Forklift,Truck,Port of Singapore,Manufacturers,19.87,11.4,2465.16,412.5,7.9,Low,2021
Apex Logistics,Vietnam,Industrial,Forklift,Truck,Port of Valencia,Retailers,16.95,24.6,2438.54,604.39,7.3,High,2018
Eclipse Distributors,Denmark,Industrial,Welding Machine,Ship,Port of Shanghai,Manufacturers,1.76,44.53,8105.8,629.57,6.1,Low,2020
Horizon Supplies,Netherlands,Residential,Refrigerator,Truck,TGV Paris-Marseille,Logistics,10.08,22.08,6000.47,76.89,6.3,Medium,2020
Frontier Supply Co.,New Zealand,Transportation,Alternator,Air,Eurostar Brussels-London,Warehouses,13.59,26.13,1513.97,206.34,7,Low,2021
Stellar Solutions,South Korea,Electric,Battery Charger,Train,Interstate 55 (I-55),Logistics,19.19,32.6,5118.36,110.8,4.7,High,2018
Stellar Supply Co.,Malaysia,Residential,Heater,Ship,Amsterdam Airport Schiphol,Manufacturers,7.54,48.66,2548.78,200.16,6.7,Low,2019
Ascend Supply Chain,Bangladesh,Electric,Electric Heater,Air,Shinkansen Tokyo-Osaka,Wholesalers,11.33,49.88,8672.93,505.37,7.2,Low,2021
Vertex Industries,Turkey,Electric,LED Bulb,Air,Port of Santos,Logistics,12.11,8.88,3886.22,988.7,6.9,Low,2020
Celestial Supply Chain,Chile,Industrial,Air Compressor,Ship,Shinkansen Tokyo-Osaka,Manufacturers,11.32,46.57,9169.23,754.9,4.3,High,2020
Apex Logistics,Vietnam,Transportation,Tire,Ship,Port of Valencia,Retailers,2.49,40.91,2793.71,178.35,6.7,Medium,2018
Titan Resource Partners,Kenya,Residential,Microwave,Ship,Thalys Paris-Brussels,Manufacturers,14.26,16.11,7427.89,199.9,7.4,Medium,2020
Terra Logistics,India,Transportation,Oil Filter,Ship,Interstate 65 (I-65),Warehouses,13.05,16.62,5928.82,771.75,7.7,Medium,2018
Summit Procurement,Thailand,Industrial,Conveyor Belt,Train,Haneda Airport,Warehouses,7.09,8.36,8224.25,829.63,6.2,Low,2022
Terra Logistics,India,Industrial,Lathe,Ship,Port of Singapore,Wholesalers,16.6,31.86,5313.56,258.66,3.8,High,2022
Nova Trade Solutions,Italy,Electric,Extension Cord,Train,Interstate 90 (I-90),Warehouses,16.21,15.45,3949.04,201.79,9.1,Low,2018
Quantum Logistics,Indonesia,Commercial,Projector,Truck,TGV Paris-Marseille,Logistics,12.67,0.68,7306.23,583.01,7.4,High,2020
Eclipse Enterprises,Australia,Transportation,GPS System,Ship,Amtrak Acela Express,Manufacturers,1.7,29.1,3232.5,760.05,6.2,Low,2020
Zenith Logistics,Brazil,Transportation,Car Battery,Truck,Interstate 90 (I-90),Logistics,17.64,45.06,7753.51,971.47,9.1,High,2020
Stellar Supply Co.,Malaysia,Commercial,Coffee Maker,Ship,Eurostar London-Paris,Manufacturers,17.75,31.02,1260.12,998.28,8.9,High,2018
Nova Trade Solutions,Italy,Residential,Washing Machine,Air,Thalys Amsterdam-Cologne,Retailers,16.77,31.09,7552.35,427.57,6.2,Low,2018
Pinnacle Trading Co.,Singapore,Transportation,Shock Absorber,Train,Interstate 70 (I-70),Warehouses,12.47,17.63,8664.24,212.42,7.1,Medium,2021
Radiant Traders,Venezuela,Commercial,Coffee Maker,Truck,Thalys Paris-Brussels,Manufacturers,9.81,3.02,4604.19,52.77,4.5,Low,2022
Spectrum Trading Solutions,Mexico,Transportation,Car Battery,Truck,Shinkansen Osaka-Kyoto,Wholesalers,11.74,43.47,1678.77,889.6,7.3,High,2022
Nova Resource Group,Ukraine,Electric,Extension Cord,Ship,Hong Kong International Airport,Logistics,11.85,40.37,3648.74,165.53,7.3,Low,2023
Nova Trade Solutions,Italy,Transportation,Oil Filter,Ship,Amsterdam Airport Schiphol,Warehouses,14.46,20.15,3682.51,816.53,8.1,Medium,2018
Proxima Trading Co.,Russia,Industrial,Industrial Fan,Truck,Amsterdam Airport Schiphol,Suppliers,2.98,18.48,4207.99,208.68,4.1,Medium,2019
Nova Resource Group,Ukraine,Residential,Washing Machine,Truck,Amsterdam Airport Schiphol,Retailers,5.65,3.69,7020.82,916.95,5.1,Low,2022
Aurora Trade Partners,United Kingdom,Transportation,Oil Filter,Train,Port of Hamburg,Suppliers,14.33,26.75,2800.28,340.37,4.9,High,2018
Stellar Solutions,South Korea,Transportation,Car Battery,Train,Interstate 20 (I-20),Suppliers,1.56,16.27,7843.39,833.85,5.3,High,2019
Infinity Traders,Norway,Commercial,File Cabinet,Ship,Route 66 (Chicago to Los Angeles),Suppliers,5.54,12.93,890.53,820.54,4.7,Low,2020
Proxima Trading Co.,Russia,Residential,Vacuum Cleaner,Train,Port of Valencia,Warehouses,12.21,27.09,4124.11,54.22,7.1,Low,2023
Nexus Procurement,Germany,Commercial,Coffee Maker,Ship,Dubai Port,Suppliers,14.62,35.71,1084.8,543.12,4.6,High,2018
Elevation Supply Chain,Portugal,Electric,Electric Heater,Air,Port of Hamburg,Warehouses,12.87,20.68,2115.61,808.55,7.6,High,2020
Celestial Supply Chain,Chile,Transportation,Air Filter,Ship,Interstate 20 (I-20),Wholesalers,4.59,24.62,1665.37,272.79,7.5,Medium,2020
Zenith Supply Co.,Switzerland,Transportation,Oil Filter,Train,Thalys Paris-Brussels,Wholesalers,7.01,1.37,8717.78,751.34,6.3,High,2022
Titan Resource Partners,Kenya,Residential,Washing Machine,Ship,Dubai Port,Warehouses,6.41,17.96,1919.78,689.62,6.3,Medium,2023
Summit Procurement,Thailand,Electric,Battery Charger,Air,Eurostar London-Brussels,Warehouses,16.59,18.77,7954.01,918.46,8.2,Low,2018
Omega Trading Solutions,Argentina,Transportation,Headlight,Air,Port of Jebel Ali,Warehouses,18.02,12.04,5081.35,194.14,7,High,2022
Zenith Logistics,Brazil,Electric,Solar Panel,Train,Port of Busan,Logistics,14.08,10.52,3533.34,320.04,7.8,Low,2023
Eclipse Distributors,Denmark,Industrial,Air Compressor,Truck,Thalys Paris-Brussels,Wholesalers,14.1,3.95,6745.61,870.78,7.2,Medium,2020
Stellar Solutions,South Korea,Industrial,Industrial Robot,Train,Paris Orly Airport,Logistics,18.37,28.55,5685.26,979.62,7.3,Low,2020
Apex Supply Co.,Canada,Commercial,Shredder,Train,Interstate 95 (I-95),Manufacturers,1.91,4.11,478.42,310.93,6.8,High,2023
Horizon Supplies,Netherlands,Transportation,Oil Filter,Train,Port of Busan,Suppliers,2.87,14.9,3335.2,785.45,3,Low,2018
Horizon Supplies,Netherlands,Industrial,Conveyor Belt,Truck,Interstate 85 (I-85),Manufacturers,16.1,6.75,2140.7,691.22,6.8,High,2018
Vertex Industries,Turkey,Commercial,Whiteboard,Air,Port of Busan,Manufacturers,12.81,1.17,714.68,428.79,7.6,High,2020
Titan Resource Partners,Kenya,Residential,Sofa,Truck,Interstate 55 (I-55),Suppliers,1.24,0.66,4208.13,250.35,5.2,Low,2019
Frontier Supply Co.,New Zealand,Electric,Smart Plug,Ship,Interstate 5 (I-5),Retailers,13.84,45.28,7604.68,440.17,9.4,Low,2022
Quantum Distributors,Colombia,Industrial,Lathe,Air,Port of Santos,Wholesalers,19.28,46.72,7527.52,898.96,7.5,Low,2020
Titan Resource Partners,Kenya,Transportation,Air Filter,Air,Eurostar London-Paris,Manufacturers,4.54,32.86,6496.17,495.21,5.1,Low,2018
Vanguard Resources,Taiwan,Electric,Surge Protector,Truck,Interstate 55 (I-55),Warehouses,5.57,10.48,2015.03,382.22,6.8,Low,2023
Horizon Supplies,Netherlands,Industrial,Forklift,Air,LAX Airport,Logistics,6.73,25.37,2094.7,593.71,7.2,Low,2020
Zenith Logistics,Brazil,Industrial,Industrial Robot,Air,Haneda Airport,Warehouses,15,34.93,6660.21,396.39,7.4,Low,2022
Atlas Trading Co.,Singapore,Industrial,Industrial Fan,Truck,Frankfurt-Munich,Warehouses,9.58,16.63,9994.38,225.92,5.9,Medium,2020
Pinnacle Trading Co.,Singapore,Transportation,Headlight,Truck,Interstate 10 (I-10),Wholesalers,19.54,1.53,1353.14,264.01,6,Low,2022
Proxima Trading Co.,Russia,Transportation,Shock Absorber,Truck,Interstate 20 (I-20),Retailers,8.52,14.44,3228.5,334.74,8.7,Medium,2023
Infinity Logistics,Malaysia,Residential,Microwave,Air,Port of Singapore,Logistics,8.4,35.51,9039.56,545.24,10.1,Medium,2020
Omega Trading Solutions,Argentina,Residential,Vacuum Cleaner,Truck,Interstate 70 (I-70),Wholesalers,13.93,41.43,2708.26,257.32,4.7,Medium,2023
Summit Procurement,Thailand,Industrial,Conveyor Belt,Truck,Port of Felixstowe,Suppliers,12.83,36.1,5357.54,181.03,7.3,Medium,2023
Spectrum Supplies,Japan,Commercial,Whiteboard,Ship,Interstate 75 (I-75),Logistics,9.97,38.94,1581.77,368.52,4.6,Medium,2020
Pinnacle Resources,Peru,Residential,Microwave,Air,Port of Rotterdam,Logistics,2.7,48.87,2100.31,68.25,7.2,Medium,2022
Aurora Logistics,Hungary,Transportation,Brake Pad,Ship,Amtrak Acela Express,Warehouses,19.19,42.63,5799.53,229.64,5.1,High,2021
Spectrum Supplies,Japan,Electric,Solar Panel,Train,Tokyo Narita Airport,Wholesalers,15.84,42.16,7412.94,688.62,5.8,High,2019
Pinnacle Trading Co.,Singapore,Electric,Electric Fan,Ship,Eurostar London-Paris,Suppliers,3.81,27.53,8281.8,267.44,5.1,Medium,2022
Stellar Supply Co.,Malaysia,Electric,Smart Plug,Train,Port of Busan,Suppliers,4.42,22.39,3724.95,928.49,5.9,High,2020
Nexus Procurement,Germany,Industrial,Welding Machine,Truck,Port of Singapore,Wholesalers,19.91,14.62,5922.75,263.46,7.5,High,2021
Pinnacle Resources,Peru,Electric,Smart Plug,Train,Paris Orly Airport,Retailers,1.88,37.94,8304.9,988.44,5,Medium,2019
Nexus Procurement,Germany,Residential,Microwave,Air,Thalys Cologne-Paris,Retailers,13.63,32.1,9096.68,110.86,6.3,Low,2019
Radiant Traders,Venezuela,Industrial,Conveyor Belt,Truck,Tokyo Narita Airport,Logistics,18.97,38.55,2514.37,940.7,6.4,Medium,2023
Omega Trading Solutions,Argentina,Residential,Lamp,Truck,Thalys Paris-Brussels,Wholesalers,13.61,44.18,8629.01,431.6,7.2,High,2021
Terra Resources,Uruguay,Transportation,Headlight,Truck,Port of Felixstowe,Logistics,5.71,23.32,2165.85,718.4,7.6,High,2022
Quantum Distributors,Colombia,Electric,Smart Plug,Air,Interstate 20 (I-20),Suppliers,16.87,7.54,4780.35,282.18,6.1,Low,2018
Eclipse Enterprises,Australia,Industrial,Welding Machine,Ship,Port of Antwerp,Suppliers,10.49,3.09,768.97,587.07,6.2,Low,2019
Nexus Procurement,Germany,Electric,Electric Heater,Train,Amtrak Acela Express,Manufacturers,12.29,8.84,4813.73,641.28,8.4,Medium,2022
Vanguard Supply,China,Industrial,Industrial Fan,Air,Shinkansen Osaka-Kyoto,Retailers,8.63,28.61,1600.21,534.26,6.9,High,2020
Terra Logistics,India,Electric,Smart Plug,Air,Interstate 10 (I-10),Logistics,17.12,24.97,9489.63,818.42,3,Low,2020
Nova Resource Group,Ukraine,Commercial,Desk Chair,Air,Interstate 25 (I-25),Warehouses,10.62,48.58,3611.76,399.22,4.5,High,2023
Horizon Distribution,Chile,Transportation,Brake Pad,Air,Interstate 85 (I-85),Manufacturers,12.36,16.42,1805.42,929.07,8,Low,2019
Quantum Distributors,Colombia,Transportation,Headlight,Air,Dubai Port,Suppliers,10.1,23.81,760.35,872.24,2.7,High,2019
Orion Trading Co.,Finland,Commercial,File Cabinet,Air,Port of Jebel Ali,Manufacturers,17.61,47.58,3943.53,902.88,5.4,Low,2020
Zenith Supply Co.,Switzerland,Industrial,Industrial Robot,Truck,Shinkansen Tokyo-Osaka,Suppliers,9.24,40.82,5216.04,935.71,6,Low,2020
Proxima Trading Co.,Russia,Industrial,Industrial Robot,Ship,Port of Hamburg,Manufacturers,12.97,2.85,6747.41,937,5.2,Low,2018
Elevation Supply Chain,Portugal,Transportation,Brake Pad,Air,TGV Paris-Marseille,Manufacturers,10.88,43.89,8242,449.38,6.7,Medium,2019
Apex Logistics,Vietnam,Industrial,Industrial Robot,Truck,Gatwick Airport,Manufacturers,14.54,10.57,7346.67,532.66,9.5,Low,2018
Celestial Supply Chain,Chile,Electric,Electric Fan,Truck,Gatwick Airport,Retailers,3.76,8.85,1252.56,245.85,5.6,High,2018
Aurora Logistics,Hungary,Commercial,Office Desk,Air,Port of Hong Kong,Logistics,17.43,2.33,2339.31,80.56,3.7,High,2018
Infinity Logistics,Malaysia,Commercial,Office Desk,Ship,Amtrak Acela Express,Wholesalers,17.47,32.61,3985.03,625.23,4.4,Medium,2019
Eclipse Enterprises,Australia,Residential,Vacuum Cleaner,Ship,Port of Hong Kong,Retailers,17.61,36.62,2793.51,787.36,8.1,Low,2018
Zenith Supply Co.,Switzerland,Transportation,Shock Absorber,Ship,Eurostar London-Paris,Logistics,17.76,6.64,6749.55,107.13,5.5,Medium,2022
Summit Procurement,Thailand,Industrial,Industrial Fan,Truck,Interstate 65 (I-65),Suppliers,10.63,20.05,4942.27,689.89,2.2,High,2019
Apex Logistics,Vietnam,Residential,Television,Train,Interstate 75 (I-75),Suppliers,4.67,33.64,2758.07,401.74,10.9,Low,2022
Pinnacle Resources,Peru,Electric,Extension Cord,Train,Interstate 15 (I-15),Retailers,16.2,15.65,5025.74,87.11,5.9,Low,2021
Horizon Distribution,Chile,Industrial,Air Compressor,Ship,TGV Paris-Marseille,Wholesalers,15,31.99,944.23,386.59,7.5,Low,2020
Nova Trade Solutions,Italy,Industrial,Industrial Robot,Truck,Interstate 25 (I-25),Warehouses,3.41,0.93,3512.17,127.4,8.6,Low,2023
Spectrum Trading Solutions,Mexico,Residential,Refrigerator,Air,Amsterdam Airport Schiphol,Suppliers,10.03,37.96,2432.44,459.16,6.5,Medium,2018
Terra Resources,Uruguay,Electric,LED Bulb,Ship,TGV Paris-Marseille,Retailers,12.38,13.29,8468.71,635.63,6.6,Low,2019
Aurora Logistics,Hungary,Electric,LED Bulb,Train,Port of Shanghai,Manufacturers,11.63,14.44,2590.37,533.45,9.4,High,2021
Vertex Supply Partners,Saudi Arabia,Industrial,Forklift,Air,Frankfurt Airport,Retailers,16.38,45.16,1220.18,982.21,2.2,Low,2021
Proxima Supply Co.,United Arab Emirates,Transportation,GPS System,Ship,Port of Valencia,Wholesalers,4.67,39.98,8303.88,669.09,6.4,Low,2018
Vertex Supply Partners,Saudi Arabia,Commercial,Desk Chair,Train,Port of Zeebrugge,Warehouses,19.9,18.25,4741.91,694.99,4,High,2023
Eclipse Distributors,Denmark,Commercial,File Cabinet,Air,Dubai Port,Logistics,13.11,20.7,5898.25,202.3,6.2,Medium,2019
Nova Resource Group,Ukraine,Industrial,Hydraulic Pump,Truck,Port of Felixstowe,Wholesalers,15.89,43.08,3066.14,238.8,6.7,Low,2022
